,name,version,description,keywords,dependencies,devDependencies,communityInterest,downloadsCount,downloadsAcceleration,dependentsCount,quality,popularity,maintenance,maintainers
1225,check-types,11.1.2,A little library for asserting types and values.,"['type', 'types', 'type-check', 'type-checking', 'duck-typing', 'arguments', 'parameters', 'values', 'data', 'contract', 'assert', 'check', 'verify', 'safe', 'safety']",,"{'chai': '4.2.x', 'jshint': '^2.9.7', 'mocha': '5.2.x', 'please-release-me': '^2.1.2', 'uglify-js': '3.4.x'}",16,17472562.333333332,51539.16733257231,324,0.9432736946730924,0.46909112901841,0.14869180823284986,['664']
1226,hoopy,0.1.4,"Like an array, but rounder.","['data', 'structure', 'collection', 'array', 'circular', 'extends', 'proxy']",,"{'chai': '^4.1.2', 'eslint': '^3.19.0', 'mocha': '^5.2.0', 'please-release-me': '^2.0.2'}",0,14212277.666666666,35681.28394216136,8,0.8484137823707252,0.34367967177051967,0.0,['664']
1227,tryer,1.0.1,Because everyone loves a tryer! Conditional and repeated task invocation for node and browser.,"['repeat', 'retry', 'predicate', 'conditional', 'invocation', 'execution', 'loop', 'condition', 'termination', 'exponential', 'backoff']",,"{'chai': '4.1.x', 'jshint': '2.9.x', 'mocha': '5.2.x', 'please-release-me': '2.0.x', 'spooks': '2.0.x', 'uglify-js': '3.4.x'}",0,15181920.666666666,40867.084341704714,10,0.9332214989336411,0.35207149793549425,0.0,['664']
1228,case-sensitive-paths-webpack-plugin,2.4.0,Enforces module path case sensitivity in Webpack,"['webpack', 'plugin', 'case sensitive', 'import', 'require']",,"{'auto-changelog': '2.2.1', 'eslint': '7.20.0', 'eslint-config-airbnb-base': '14.2.1', 'eslint-plugin-import': '2.22.1', 'fs-extra': '9.1.0', 'mocha': '8.3.0', 'webpack': '5.23.0'}",429,19697261.0,38237.40582191781,4147,0.975263506041006,0.6276479813353444,0.999894531306083,['665']
1229,css-loader,5.2.1,css loader module for webpack,"['webpack', 'css', 'loader', 'url', 'import']","{'camelcase': '^6.2.0', 'cssesc': '^3.0.0', 'icss-utils': '^5.1.0', 'loader-utils': '^2.0.0', 'postcss': '^8.2.8', 'postcss-modules-extract-imports': '^3.0.0', 'postcss-modules-local-by-default': '^4.0.0', 'postcss-modules-scope': '^3.0.0', 'postcss-modules-values': '^4.0.0', 'postcss-value-parser': '^4.1.0', 'schema-utils': '^3.0.0', 'semver': '^7.3.4'}","{'@babel/cli': '^7.13.10', '@babel/core': '^7.13.10', '@babel/preset-env': '^7.13.10', '@commitlint/cli': '^12.0.1', '@commitlint/config-conventional': '^12.0.1', '@webpack-contrib/eslint-config-webpack': '^3.0.0', 'babel-jest': '^26.6.3', 'cross-env': '^7.0.3', 'del': '^6.0.0', 'del-cli': '^3.0.1', 'es-check': '^5.2.3', 'eslint': '^7.22.0', 'eslint-config-prettier': '^8.1.0', 'eslint-plugin-import': '^2.22.1', 'file-loader': '^6.2.0', 'husky': '^4.3.8', 'jest': '^26.6.3', 'less': '^4.1.1', 'less-loader': '^7.1.0', 'lint-staged': '^10.5.4', 'memfs': '^3.2.0', 'mini-css-extract-plugin': '^1.3.9', 'npm-run-all': '^4.1.5', 'postcss-loader': '^4.0.4', 'postcss-preset-env': '^6.7.0', 'prettier': '^2.1.2', 'sass': '^1.32.8', 'sass-loader': '^10.1.0', 'standard-version': '^9.1.1', 'strip-ansi': '^6.0.0', 'style-loader': '^2.0.0', 'stylus': '^0.54.8', 'stylus-loader': '^4.3.0', 'url-loader': '^4.1.1', 'webpack': '^5.26.0'}",4776,54719274.666666664,140704.26316590555,11148,0.9981850782230715,0.8157314132365755,0.8210985516791892,"['248', '45', '220', '246', '247', '221', '284']"
1230,dotenv,8.2.0,Loads environment variables from .env file,"['dotenv', 'env', '.env', 'environment', 'variables', 'config', 'settings']",,"{'decache': '^4.5.1', 'dtslint': '^0.9.8', 'flow-bin': '^0.109.0', 'sinon': '^7.5.0', 'standard': '^13.1.0', 'standard-markdown': '^5.1.0', 'standard-version': '^7.0.0', 'tap': '^14.7.0'}",14219,53944956.333333336,121680.05957001523,12971,0.9995248552319843,0.8637495803552573,0.5501203779531367,"['288', '289', '290', '291']"
1231,dotenv-expand,5.1.0,Expand environment variables using dotenv,"['dotenv', 'expand', 'variables']",,"{'dotenv': '^4.0.0', 'lab': '^13.0.1', 'should': '^11.2.1', 'standard': '^9.0.2'}",3,20216795.333333332,53281.54623287669,3016,0.6249463942827198,0.5450317516061751,0.03812663929885023,['290']
1232,eslint,7.23.0,An AST-based pattern checker for JavaScript.,"['ast', 'lint', 'javascript', 'ecmascript', 'espree']","{'@babel/code-frame': '7.12.11', '@eslint/eslintrc': '^0.4.0', 'ajv': '^6.10.0', 'chalk': '^4.0.0', 'cross-spawn': '^7.0.2', 'debug': '^4.0.1', 'doctrine': '^3.0.0', 'enquirer': '^2.3.5', 'eslint-scope': '^5.1.1', 'eslint-utils': '^2.1.0', 'eslint-visitor-keys': '^2.0.0', 'espree': '^7.3.1', 'esquery': '^1.4.0', 'esutils': '^2.0.2', 'file-entry-cache': '^6.0.1', 'functional-red-black-tree': '^1.0.1', 'glob-parent': '^5.0.0', 'globals': '^13.6.0', 'ignore': '^4.0.6', 'import-fresh': '^3.0.0', 'imurmurhash': '^0.1.4', 'is-glob': '^4.0.0', 'js-yaml': '^3.13.1', 'json-stable-stringify-without-jsonify': '^1.0.1', 'levn': '^0.4.1', 'lodash': '^4.17.21', 'minimatch': '^3.0.4', 'natural-compare': '^1.4.0', 'optionator': '^0.9.1', 'progress': '^2.0.0', 'regexpp': '^3.1.0', 'semver': '^7.2.1', 'strip-ansi': '^6.0.0', 'strip-json-comments': '^3.1.0', 'table': '^6.0.4', 'text-table': '^0.2.0', 'v8-compile-cache': '^2.0.3'}","{'@babel/core': '^7.4.3', '@babel/preset-env': '^7.4.3', 'acorn': '^7.2.0', 'babel-loader': '^8.0.5', 'chai': '^4.0.1', 'cheerio': '^0.22.0', 'common-tags': '^1.8.0', 'core-js': '^3.1.3', 'dateformat': '^3.0.3', 'ejs': '^3.0.2', 'escape-string-regexp': '^3.0.0', 'eslint': 'file:.', 'eslint-config-eslint': 'file:packages/eslint-config-eslint', 'eslint-plugin-eslint-plugin': '^2.2.1', 'eslint-plugin-internal-rules': 'file:tools/internal-rules', 'eslint-plugin-jsdoc': '^25.4.3', 'eslint-plugin-node': '^11.1.0', 'eslint-release': '^2.0.0', 'eslump': '^2.0.0', 'esprima': '^4.0.1', 'fs-teardown': '^0.1.0', 'glob': '^7.1.6', 'jsdoc': '^3.5.5', 'karma': '^6.1.1', 'karma-chrome-launcher': '^3.1.0', 'karma-mocha': '^2.0.1', 'karma-mocha-reporter': '^2.2.5', 'karma-webpack': '^5.0.0', 'lint-staged': '^10.1.2', 'load-perf': '^0.2.0', 'markdownlint': '^0.19.0', 'markdownlint-cli': '^0.22.0', 'memfs': '^3.0.1', 'mocha': '^7.1.1', 'mocha-junit-reporter': '^1.23.0', 'node-polyfill-webpack-plugin': '^1.0.3', 'npm-license': '^0.3.3', 'nyc': '^15.0.1', 'proxyquire': '^2.0.1', 'puppeteer': '^7.1.0', 'recast': '^0.19.0', 'regenerator-runtime': '^0.13.2', 'shelljs': '^0.8.2', 'sinon': '^9.0.1', 'temp': '^0.9.0', 'webpack': '^5.23.0', 'webpack-cli': '^4.5.0', 'yorkie': '^2.0.0'}",22251,68755444.33333333,191001.19408295286,11593,0.9543165854999345,0.8926141828962006,0.999567390427934,"['236', '237', '238']"
1233,eslint-config-react-app,6.0.0,ESLint configuration used by Create React App,,{'confusing-browser-globals': '^1.0.10'},,109717,11477878.666666666,33166.010768645356,3357,0.7834175735814486,0.7825741178408475,0.9851887536958102,"['4', '7', '69', '642', '643']"
1234,confusing-browser-globals,1.0.10,A list of browser globals that are often used by mistake instead of local variables,"['eslint', 'globals']",,{'jest': '26.6.0'},106271,19642854.0,78735.4461757991,299,0.8448893104859356,0.7307398123165691,0.993454381285921,"['4', '7', '69', '642', '643']"
1235,eslint-plugin-flowtype,5.6.0,Flowtype linting rules for ESLint.,"['eslint', 'plugin', 'flowtype']","{'lodash': '^4.17.15', 'string-natural-compare': '^3.0.1'}","{'@babel/cli': '^7.8.4', '@babel/core': '^7.9.6', '@babel/node': '^7.8.7', '@babel/plugin-proposal-object-rest-spread': '^7.9.6', '@babel/preset-env': '^7.9.6', '@babel/register': '^7.9.0', 'ajv': '^6.12.2', 'babel-eslint': '^10.1.0', 'babel-plugin-add-module-exports': '^1.0.2', 'chai': '^4.2.0', 'eclint': '^2.8.1', 'eslint': '^7.1.0', 'eslint-config-canonical': '^20.0.4', 'gitdown': '^3.1.3', 'glob': '^7.1.6', 'husky': '^4.2.5', 'jsonlint': '^1.6.3', 'mocha': '^7.2.0', 'rimraf': '^3.0.2', 'semantic-release': '^17.0.8'}",1304,16070747.666666666,29496.165163622543,4063,0.930098667272069,0.6474371405785976,0.6665264549377896,['347']
1236,string-natural-compare,3.0.1,"Compare alphanumeric strings the same way a human would, using a natural order algorithm","['string', 'natural', 'compare', 'comparison', 'order', 'natcmp', 'strnatcmp', 'sort', 'natsort', 'alphanum', 'alphanumeric']",,"{'@nwoltman/eslint-config': '^0.6.0', 'coveralls': '^3.0.9', 'eslint': '^6.8.0', 'mocha': '^7.0.0', 'nyc': '^15.0.0', 'should': '^13.2.3'}",46,4054141.3333333335,40373.04362633181,38,0.9883321884477054,0.3643470004398705,0.999894531306083,['666']
1237,eslint-plugin-import,2.22.1,Import with sanity.,"['eslint', 'eslintplugin', 'es6', 'jsnext', 'modules', 'import', 'export']","{'array-includes': '^3.1.1', 'array.prototype.flat': '^1.2.3', 'contains-path': '^0.1.0', 'debug': '^2.6.9', 'doctrine': '1.5.0', 'eslint-import-resolver-node': '^0.3.4', 'eslint-module-utils': '^2.6.0', 'has': '^1.0.3', 'minimatch': '^3.0.4', 'object.values': '^1.1.1', 'read-pkg-up': '^2.0.0', 'resolve': '^1.17.0', 'tsconfig-paths': '^3.9.0'}","{'@eslint/import-test-order-redirect-scoped': 'file:./tests/files/order-redirect-scoped', '@test-scope/some-module': 'file:./tests/files/symlinked-module', '@typescript-eslint/parser': '^2.23.0 || ^3.3.0', 'array.prototype.flatmap': '^1.2.3', 'babel-cli': '^6.26.0', 'babel-core': '^6.26.3', 'babel-eslint': '^8.2.6', 'babel-plugin-istanbul': '^4.1.6', 'babel-plugin-module-resolver': '^2.7.1', 'babel-preset-es2015-argon': 'latest', 'babel-preset-flow': '^6.23.0', 'babel-register': '^6.26.0', 'babylon': '^6.18.0', 'chai': '^4.2.0', 'coveralls': '^3.1.0', 'cross-env': '^4.0.0', 'eslint': '^2 || ^3 || ^4 || ^5 || ^6 || ^7.2.0', 'eslint-import-resolver-node': 'file:./resolvers/node', 'eslint-import-resolver-typescript': '^1.1.1', 'eslint-import-resolver-webpack': 'file:./resolvers/webpack', 'eslint-import-test-order-redirect': 'file:./tests/files/order-redirect', 'eslint-module-utils': 'file:./utils', 'eslint-plugin-eslint-plugin': '^2.3.0', 'eslint-plugin-import': '2.x', 'eslint-plugin-json': '^2.1.2', 'fs-copy-file-sync': '^1.1.1', 'glob': '^7.1.6', 'in-publish': '^2.0.1', 'linklocal': '^2.8.2', 'lodash.isarray': '^4.0.0', 'mocha': '^3.5.3', 'npm-which': '^3.0.1', 'nyc': '^11.9.0', 'redux': '^3.7.2', 'rimraf': '^2.7.1', 'semver': '^6.3.0', 'sinon': '^2.4.1', 'typescript': '~3.9.5', 'typescript-eslint-parser': '^22.0.0'}",4297,38219934.333333336,96543.40700152202,8982,0.9381921254597704,0.7842380934319342,0.6657665549206444,"['418', '110', '419']"
1238,eslint-plugin-jest,24.3.5,Eslint rules for Jest,"['eslint', 'eslintplugin', 'eslint-plugin']",{'@typescript-eslint/experimental-utils': '^4.0.1'},"{'@babel/cli': '^7.4.4', '@babel/core': '^7.4.4', '@babel/preset-env': '^7.4.4', '@babel/preset-typescript': '^7.3.3', '@commitlint/cli': '^12.0.0', '@commitlint/config-conventional': '^12.0.0', '@schemastore/package': '^0.0.6', '@semantic-release/changelog': '^5.0.1', '@semantic-release/git': '^9.0.0', '@types/dedent': '^0.7.0', '@types/jest': '^26.0.0', '@types/node': '^14.0.0', '@types/prettier': '^2.0.0', '@typescript-eslint/eslint-plugin': '^4.0.1', '@typescript-eslint/parser': '^4.0.1', 'babel-jest': '^26.0.1', 'babel-plugin-replace-ts-export-assignment': '^0.0.2', 'dedent': '^0.7.0', 'eslint': '^5.1.0 || ^6.0.0 || ^7.0.0', 'eslint-config-prettier': '^6.5.0', 'eslint-plugin-eslint-comments': '^3.1.2', 'eslint-plugin-eslint-config': '^2.0.0', 'eslint-plugin-eslint-plugin': '^2.0.0', 'eslint-plugin-import': '^2.20.2', 'eslint-plugin-node': '^11.0.0', 'eslint-plugin-prettier': '^3.0.0', 'husky': '^6.0.0', 'is-ci': '^3.0.0', 'jest': '^26.0.1', 'jest-runner-eslint': '^0.10.0', 'lint-staged': '^10.2.2', 'pinst': '^2.0.0', 'prettier': '^2.0.5', 'resolve-from': '^5.0.0', 'rimraf': '^3.0.0', 'semantic-release': '^17.0.7', 'ts-node': '^9.0.0', 'typescript': '^4.0.0'}",969,16667367.333333334,83310.46352739727,1628,0.8664175963382268,0.6222033600276413,0.9919285549628307,"['667', '623', '251', '668', '669', '670', '22', '671', '250', '7', '578']"
1239,eslint-plugin-jsx-a11y,6.4.1,Static AST checker for accessibility rules on JSX elements.,"['eslint', 'eslintplugin', 'eslint-plugin', 'a11y', 'accessibility', 'jsx']","{'@babel/runtime': '^7.11.2', 'aria-query': '^4.2.2', 'array-includes': '^3.1.1', 'ast-types-flow': '^0.0.7', 'axe-core': '^4.0.2', 'axobject-query': '^2.2.0', 'damerau-levenshtein': '^1.0.6', 'emoji-regex': '^9.0.0', 'has': '^1.0.3', 'jsx-ast-utils': '^3.1.0', 'language-tags': '^1.0.5'}","{'@babel/cli': '^7.11.6', '@babel/core': '^7.11.6', '@babel/plugin-transform-flow-strip-types': '^7.10.4', 'babel-eslint': '^10.1.0', 'babel-jest': '^24.9.0', 'babel-preset-airbnb': '^5.0.0', 'coveralls': '^3.1.0', 'eslint': '^3 || ^4 || ^5 || ^6 || ^7', 'eslint-config-airbnb-base': '^14.2.0', 'eslint-plugin-flowtype': '^5.2.0', 'eslint-plugin-import': '^2.22.1', 'estraverse': '^5.2.0', 'expect': '^24.9.0', 'flow-bin': '^0.113.0', 'in-publish': '^2.0.1', 'jest': '^24.9.0', 'jscodeshift': '^0.7.0', 'minimist': '^1.2.5', 'object.assign': '^4.1.1', 'rimraf': '^3.0.2', 'safe-publish-latest': '^1.1.4', 'to-ast': '^1.0.0'}",2922,21478698.666666668,64875.26173896497,6139,0.9993255492678991,0.723243583658028,0.8313466033566005,"['574', '110', '449', '450']"
1240,aria-query,4.2.2,Programmatic access to the ARIA specification,"['accessibility', 'ARIA']","{'@babel/runtime': '^7.10.2', '@babel/runtime-corejs3': '^7.10.2'}","{'@babel/cli': '^7.10.1', '@babel/core': '^7.10.2', '@babel/plugin-transform-runtime': '^7.10.1', '@babel/preset-env': '^7.10.2', '@babel/preset-flow': '^7.10.1', 'babel-eslint': '^10.1.0', 'babel-jest': '^24.0.0', 'commander': '^2.11.0', 'coveralls': '^2.11.15', 'eslint': '^6.8.0', 'eslint-config-airbnb-base': '^13.0.0', 'eslint-plugin-flowtype': '^3.5.0', 'eslint-plugin-import': '^2.21.2', 'expect': '^1.20.2', 'flow-bin': '^0.112.0', 'jest': '^24.9.0', 'minimist': '^1.2.5', 'rimraf': '^2.6.3'}",167,31903058.666666668,93409.0558409437,49,0.9848688825822797,0.49519664945161745,0.999894531306083,"['450', '449', '672', '673']"
1241,@babel/runtime-corejs3,7.13.8,babel's modular runtime helpers with core-js@3 polyfilling,,"{'core-js-pure': '^3.0.0', 'regenerator-runtime': '^0.13.4'}",,44156,25160444.666666668,105279.8902777778,1088,0.8040086849465913,0.7745459215525275,0.8059700639664664,"['292', '277', '293', '294', '295', '296']"
1242,core-js-pure,3.10.1,Standard library,"['ES3', 'ES5', 'ES6', 'ES7', 'ES2015', 'ES2016', 'ES2017', 'ES2018', 'ES2019', 'ES2020', 'ECMAScript 3', 'ECMAScript 5', 'ECMAScript 6', 'ECMAScript 7', 'ECMAScript 2015', 'ECMAScript 2016', 'ECMAScript 2017', 'ECMAScript 2018', 'ECMAScript 2019', 'ECMAScript 2020', 'Harmony', 'Strawman', 'Map', 'Set', 'WeakMap', 'WeakSet', 'Promise', 'Observable', 'Symbol', 'TypedArray', 'URL', 'URLSearchParams', 'queueMicrotask', 'setImmediate', 'polyfill', 'ponyfill', 'shim']",,,15827,32331843.666666668,104277.77979452058,84,0.6531446142398643,0.6674750135809691,0.9601856646144118,"['187', '188']"
1243,ast-types-flow,0.0.7,Flow types for the Javascript AST,"['flow', 'ast', 'javascript']",,"{'gulp': '^3.9.0', 'gulp-util': '^3.0.6', 'jscodeshift': '^0.3.7', 'nuclide-node-transpiler': '0.0.30', 'through2': '^2.0.0'}",22,24656084.0,57494.38386605785,91,0.7247469832779041,0.4544332198234506,0.15747577844835658,['674']
1244,axe-core,4.1.1,Accessibility engine for automated Web UI testing,"['Accessibility', 'a11y', 'testing', 'unit', 'tdd', 'bdd', 'axe']",,"{'@babel/core': '^7.5.4', '@babel/plugin-proposal-object-rest-spread': '^7.5.4', '@babel/polyfill': '^7.4.4', '@babel/preset-env': '^7.5.4', '@deque/dot': '^1.1.5', 'aria-query': '^3.0.0', 'babelify': '^10.0.0', 'blanket': '~1.2.3', 'browserify': '^16.2.3', 'chai': '~4.2.0', 'chalk': '^4.1.0', 'clone': '~2.1.1', 'conventional-commits-parser': '^3.1.0', 'css-selector-parser': '^1.3.0', 'derequire': '^2.1.1', 'emoji-regex': '8.0.0', 'es6-promise': '^4.2.6', 'esbuild': '^0.7.19', 'eslint': '^6.1.0', 'eslint-config-prettier': '^6.2.0', 'execa': '^2.0.2', 'fs-extra': '^8.0.1', 'globby': '^10.0.0', 'grunt': '^1.0.3', 'grunt-babel': '^8.0.0', 'grunt-bytesize': '^0.2.0', 'grunt-contrib-clean': '^2.0.0', 'grunt-contrib-concat': '^1.0.1', 'grunt-contrib-connect': '^2.0.0', 'grunt-contrib-copy': '^1.0.0', 'grunt-contrib-uglify': '^4.0.0', 'grunt-contrib-watch': '^1.1.0', 'grunt-parallel': '^0.5.1', 'grunt-run': '^0.8.1', 'html-entities': '^1.2.0', 'husky': '^3.0.0', 'jquery': '^3.0.0', 'jsdoc': '^3.5.5', 'jsdom': '^16.3.0', 'lint-staged': '^9.2.1', 'make-dir': '^3.0.0', 'markdown-table': '^1.1.2', 'memoizee': '^0.4.14', 'minami': '^1.2.3', 'mkdirp': '^0.5.1', 'mocha': '^6.1.2', 'mocha-headless-chrome': '^2.0.3', 'node-notifier': '^7.0.1', 'prettier': '^1.17.1', 'puppeteer': '^2.0.0', 'revalidator': '~0.3.1', 'selenium-webdriver': '~3.6.0', 'sinon': '^7.5.0', 'sri-toolbox': '^0.2.0', 'standard-version': '^9.0.0', 'typedarray': '^0.0.6', 'typescript': '^3.5.3', 'uglify-js': '^3.4.4', 'weakmap-polyfill': '^2.0.0'}",4386,17330093.333333332,120025.91581050228,159,0.9239238114276194,0.6071049097328776,0.9667333094276155,"['675', '676', '677', '678']"
1245,axobject-query,2.2.0,Programmatic access to information about the AXObject Model,['accessibility'],,"{'@babel/cli': '^7.6.4', '@babel/core': '^7.6.4', '@babel/preset-env': '^7.6.3', '@babel/preset-flow': '^7.7.4', 'babel-eslint': '^10.0.1', 'babel-jest': '^24.0.0', 'coveralls': '^2.12.0', 'eslint': '^5 || ^6', 'eslint-config-airbnb-base': '^13.0.0', 'eslint-plugin-flowtype': '^3.5.0', 'eslint-plugin-import': '^2.18.0', 'expect': '^1.20.2', 'flow-bin': '^0.112.0', 'jest': '^24.9.0', 'rimraf': '^2.6.3'}",23,27794484.333333332,64153.672640791454,93,0.9512635598378051,0.46256903432847146,0.9999405727453268,['449']
1246,damerau-levenshtein,1.0.6,Damerau - Levenshtein distance by The Spanish Inquisition + relative distance,"['Damerau-Levenshtein', 'Damerau', 'Levenshtein', 'distance', 'compare', 'relative']",,{'mocha': '^6.1.4'},41,24427384.333333332,56260.14237062406,75,0.9033679304195238,0.45777638998342757,0.9998651952945008,['679']
1247,language-tags,1.0.5,Work with IANA language tags.,"['iana', 'bcp47', 'subtags', 'rfc5646', 'm17n', 'multilingualization']",{'language-subtag-registry': '~0.3.2'},"{'mocha': '~2.3.4', 'istanbul': '~0.4.2', 'coveralls': '~2.11.6'}",56,12066598.333333334,101279.91659056317,62,0.9553757025008092,0.44095917414599833,0.9998780437057773,['680']
1248,language-subtag-registry,0.3.21,"Full BCP 47 language subtag data from the official IANA repository, in JSON format with multiple indices.","['iana', 'bcp47', 'subtags', 'rfc5646', 'language']",,{'jsonlint': '1.x.x'},58,11802099.666666666,98969.47359208523,7,0.42985767279196835,0.40544754218635987,0.7508983580528663,['680']
1249,eslint-plugin-react,7.23.2,React specific linting rules for ESLint,"['eslint', 'eslint-plugin', 'eslintplugin', 'react']","{'array-includes': '^3.1.3', 'array.prototype.flatmap': '^1.2.4', 'doctrine': '^2.1.0', 'has': '^1.0.3', 'jsx-ast-utils': '^2.4.1 || ^3.0.0', 'minimatch': '^3.0.4', 'object.entries': '^1.1.3', 'object.fromentries': '^2.0.4', 'object.values': '^1.1.3', 'prop-types': '^15.7.2', 'resolve': '^2.0.0-next.3', 'string.prototype.matchall': '^4.0.4'}","{'@types/eslint': '^7.2.8', '@types/estree': '^0.0.47', '@types/node': '^14.14.37', '@typescript-eslint/parser': '^2.34.0', 'aud': '^1.1.4', 'babel-eslint': '^8.2.6', 'eslint': '^3 || ^4 || ^5 || ^6 || ^7', 'eslint-config-airbnb-base': '^14.2.1', 'eslint-plugin-eslint-plugin': '^2.3.0', 'eslint-plugin-import': '^2.22.1', 'espree': '^3.5.4', 'istanbul': '^0.4.5', 'markdown-magic': '^1.0.0', 'mocha': '^5.2.0', 'semver': '^6.3.0', 'sinon': '^7.5.0', 'typescript': '^3.9.9', 'typescript-eslint-parser': '^20.1.1'}",9319,34488503.333333336,64621.16373668192,8657,0.9621704869141208,0.8035189113537446,0.6666666666666666,"['448', '110']"
1250,eslint-plugin-react-hooks,4.2.0,ESLint rules for React Hooks,"['eslint', 'eslint-plugin', 'eslintplugin', 'react']",,"{'@typescript-eslint/parser-v2': 'npm:@typescript-eslint/parser@^2.26.0', '@typescript-eslint/parser-v3': 'npm:@typescript-eslint/parser@^3.10.0', '@typescript-eslint/parser-v4': 'npm:@typescript-eslint/parser@^4.1.0'}",206992,24707889.333333332,71649.93677701673,3474,0.8978888778452676,0.8347752264146272,0.972699738280657,"['4', '681', '5', '6', '8', '10']"
1251,eslint-plugin-testing-library,4.0.0,ESLint rules for Testing Library,"['eslint', 'eslintplugin', 'eslint-plugin', 'lint', 'testing-library', 'testing']",{'@typescript-eslint/experimental-utils': '^4.21.0'},"{'@commitlint/cli': '^12.1.1', '@commitlint/config-conventional': '^12.1.1', '@types/jest': '^26.0.22', '@typescript-eslint/eslint-plugin': '^4.21.0', '@typescript-eslint/parser': '^4.21.0', 'cpy-cli': '^3.1.1', 'eslint': '^7.24.0', 'eslint-config-prettier': '^8.1.0', 'eslint-config-standard': '^16.0.2', 'eslint-plugin-import': '^2.22.1', 'eslint-plugin-jest': '^24.3.4', 'eslint-plugin-jest-formatting': '^2.0.1', 'eslint-plugin-node': '^11.1.0', 'eslint-plugin-prettier': '^3.3.1', 'eslint-plugin-promise': '^5.1.0', 'husky': '^4.3.8', 'jest': '^26.6.3', 'jest-environment-jsdom': '^25.5.0', 'lint-staged': '^10.5.4', 'prettier': '2.2.1', 'semantic-release': '^17.4.2', 'ts-jest': '^26.5.4', 'typescript': '^4.2.4'}",483,5326523.666666667,47634.486320395736,313,0.8245741522430707,0.48130329349020085,0.9998715797777948,"['682', '683', '684']"
1252,eslint-webpack-plugin,2.5.3,A ESLint plugin for webpack,"['eslint', 'lint', 'linter', 'plugin', 'webpack']","{'@types/eslint': '^7.2.6', 'arrify': '^2.0.1', 'jest-worker': '^26.6.2', 'micromatch': '^4.0.2', 'schema-utils': '^3.0.0'}","{'@babel/cli': '^7.12.10', '@babel/core': '^7.12.10', '@babel/preset-env': '^7.12.11', '@commitlint/cli': '^11.0.0', '@commitlint/config-conventional': '^11.0.0', '@types/fs-extra': '^9.0.6', '@types/micromatch': '^4.0.1', '@types/webpack': '^4.41.26', '@webpack-contrib/eslint-config-webpack': '^3.0.0', 'babel-eslint': '^10.1.0', 'babel-jest': '^26.6.3', 'chokidar': '^3.5.1', 'cross-env': '^7.0.3', 'del': '^6.0.0', 'del-cli': '^3.0.1', 'eslint': '^7.19.0', 'eslint-config-prettier': '^7.2.0', 'eslint-plugin-import': '^2.22.1', 'fs-extra': '^9.1.0', 'husky': '^4.3.8', 'jest': '^26.6.3', 'lint-staged': '^10.5.3', 'npm-run-all': '^4.1.5', 'prettier': '^2.2.1', 'standard-version': '^9.1.0', 'typescript': '^4.1.3', 'webpack': '^5.19.0'}",152,4523932.666666667,50119.59990487063,270,0.9983843841871567,0.4427161528624701,0.999962000624907,['685']
1253,file-loader,6.2.0,A file loader module for webpack,['webpack'],"{'loader-utils': '^2.0.0', 'schema-utils': '^3.0.0'}","{'@babel/cli': '^7.11.6', '@babel/core': '^7.11.6', '@babel/preset-env': '^7.11.5', '@commitlint/cli': '^11.0.0', '@commitlint/config-conventional': '^11.0.0', '@webpack-contrib/defaults': '^6.3.0', '@webpack-contrib/eslint-config-webpack': '^3.0.0', 'babel-jest': '^26.5.2', 'cross-env': '^7.0.2', 'del': '^6.0.0', 'del-cli': '^3.0.1', 'eslint': '^7.10.0', 'eslint-config-prettier': '^6.12.0', 'eslint-plugin-import': '^2.22.1', 'husky': '^4.3.0', 'jest': '^26.5.2', 'lint-staged': '^10.4.0', 'memfs': '^3.2.0', 'npm-run-all': '^4.1.5', 'prettier': '^2.1.2', 'standard-version': '^9.0.0', 'url-loader': '^4.1.0', 'webpack': '^4.44.2'}",2226,45433086.666666664,85568.61411719938,8644,0.9926704518318799,0.7604503288163738,0.999894531306083,"['247', '248', '45', '220', '246', '390', '221']"
1254,html-webpack-plugin,5.3.1,Simplifies creation of HTML files to serve your webpack bundles,"['webpack', 'plugin', 'html', 'html-webpack-plugin']","{'@types/html-minifier-terser': '^5.0.0', 'html-minifier-terser': '^5.0.1', 'lodash': '^4.17.20', 'pretty-error': '^2.1.1', 'tapable': '^2.0.0'}","{'@types/node': '11.13.9', 'commitizen': '4.2.1', 'css-loader': '5.0.1', 'cz-conventional-changelog': '2.1.0', 'dir-compare': '1.7.2', 'html-loader': '2.1.1', 'jest': '26.5.3', 'mini-css-extract-plugin': '1.0.0', 'pug': '3.0.2', 'pug-loader': '2.4.0', 'raw-loader': '4.0.2', 'rimraf': '2.6.3', 'semistandard': '^13.0.1', 'standard-version': '9.1.0', 'style-loader': '2.0.0', 'typescript': '4.1.3', 'webpack': '5.24.3', 'webpack-recompilation-simulator': '3.2.0', 'webpack-cli': '4.5.0'}",11067,29283435.666666668,66651.57581811264,7926,0.9343658047928721,0.8017513649881787,0.9967325277544796,"['507', '508', '509', '221']"
