,name,version,description,keywords,dependencies,devDependencies,communityInterest,downloadsCount,downloadsAcceleration,dependentsCount,quality,popularity,maintenance
1441,utila,0.5.0-dev.1,notareplacementforunderscore,['utilities'],,"{'coffee-script': '~1.6.3', 'little-popo': '~0.1', 'jitter': '^1.3.0'}",9,27437230.333333332,71261.93660578385,25,0.6142139642750155,0.42732020136452986,0.49701983997708604
1442,identity-obj-proxy,3.0.0,an identity object using ES6 proxies,"['proxy', 'proxies', 'identity', 'jest', 'mock']",{'harmony-reflect': '^1.4.6'},"{'babel-core': '^6.11.4', 'babel-jest': '^14.1.0', 'babel-preset-es2015': '^6.9.0', 'babel-preset-stage-0': '^6.5.0', 'coveralls': '^2.11.12', 'eslint': '^3.2.2', 'eslint-config-airbnb-base': '^5.0.1', 'eslint-plugin-import': '^1.12.0', 'jest-cli': '^14.1.0'}",383,12031250.666666666,37759.88361872148,2259,0.9768733784741788,0.5779295406911626,0.9998651952945008
1443,harmony-reflect,1.6.1,ES5 shim for ES6 (ECMAScript 6) Reflect and Proxy objects,"['reflection', 'proxies', 'proxy', 'reflect', 'harmony', 'es6']",,,518,13531804.333333334,38310.809056316604,102,0.8303936858401112,0.48639900341715214,0.16666666666666666
1444,jest-circus,26.6.3,"<h1 align=""center"">   <img src=""https://jestjs.io/img/jest.png"" height=""150"" width=""150""/>   <img src=""https://jestjs.io/img/circus.png"" height=""150"" width=""150""/>   <p align=""center"">jest-circus</p>   <p align=""center"">The next-gen test runner for Jest</",,"{'@babel/traverse': '^7.1.0', '@jest/environment': '^26.6.2', '@jest/test-result': '^26.6.2', '@jest/types': '^26.6.2', '@types/babel__traverse': '^7.0.4', '@types/node': '*', 'chalk': '^4.0.0', 'co': '^4.6.0', 'dedent': '^0.7.0', 'expect': '^26.6.2', 'is-generator-fn': '^2.0.0', 'jest-each': '^26.6.2', 'jest-matcher-utils': '^26.6.2', 'jest-message-util': '^26.6.2', 'jest-runner': '^26.6.3', 'jest-runtime': '^26.6.3', 'jest-snapshot': '^26.6.2', 'jest-util': '^26.6.2', 'pretty-format': '^26.6.2', 'stack-utils': '^2.0.2', 'throat': '^5.0.0'}","{'@babel/core': '^7.1.0', '@babel/register': '^7.0.0', '@jest/test-utils': '^26.6.2', '@types/babel__traverse': '^7.0.4', '@types/co': '^4.6.0', '@types/dedent': '^0.7.0', '@types/graceful-fs': '^4.1.3', '@types/stack-utils': '^2.0.0', 'execa': '^4.0.0', 'graceful-fs': '^4.2.4', 'jest-snapshot-serializer-raw': '^1.1.0'}",40369,5481026.333333333,50450.692199391175,296,0.6820663755081555,0.647535401111106,0.7958096693255521
1445,mini-css-extract-plugin,1.4.0,extracts CSS into separate files,"['webpack', 'css', 'extract', 'hmr']","{'loader-utils': '^2.0.0', 'schema-utils': '^3.0.0', 'webpack-sources': '^1.1.0'}","{'@babel/cli': '^7.13.10', '@babel/core': '^7.13.10', '@babel/preset-env': '^7.13.10', '@commitlint/cli': '^12.0.1', '@commitlint/config-conventional': '^12.0.1', '@webpack-contrib/eslint-config-webpack': '^3.0.0', 'babel-eslint': '^10.1.0', 'babel-jest': '^26.6.3', 'bootstrap': '^4.6.0', 'cross-env': '^7.0.3', 'css-loader': '^5.1.3', 'del': '^6.0.0', 'del-cli': '^3.0.1', 'es-check': '5.2.3', 'eslint': '^7.22.0', 'eslint-config-prettier': '^8.1.0', 'eslint-plugin-import': '^2.22.1', 'file-loader': '^6.2.0', 'husky': '^5.2.0', 'jest': '^26.6.3', 'jsdom': '^16.5.1', 'lint-staged': '^10.5.4', 'memfs': '^3.0.2', 'npm-run-all': '^4.1.5', 'prettier': '^2.2.1', 'standard-version': '^9.1.0', 'webpack': '^5.27.1', 'webpack-cli': '^4.5.0', 'webpack-dev-server': '^3.7.2'}",4680,37389535.666666664,71260.0154109589,4766,0.9874833791577871,0.7555563964861269,0.8141273211281869
1446,optimize-css-assets-webpack-plugin,5.0.4,A Webpack plugin to optimize \ minimize CSS assets.,"['CSS', 'duplicate', 'extract-text-webpack-plugin', 'minimize', 'optimize', 'remove', 'webpack']","{'cssnano': '^4.1.10', 'last-call-webpack-plugin': '^3.0.0'}","{'babel-core': '^6.26.3', 'babel-jest': '^26.3.0', 'babel-plugin-transform-object-rest-spread': '^6.26.0', 'babel-polyfill': '^6.26.0', 'babel-preset-env': '^1.7.0', 'css-loader': '^3.6.0', 'extract-text-webpack-plugin': 'next', 'jest': '^26.4.2', 'style-loader': '^0.20.1', 'webpack': '^4.44.1'}",1190,20470809.0,49955.210825722956,3599,0.8245741522430707,0.6603887345830795,0.4011863642038096
1447,cssnano,4.1.10,"A modular minifier, built on top of the PostCSS ecosystem.","['css', 'compress', 'minify', 'optimise', 'optimisation', 'postcss', 'postcss-plugin']","{'cosmiconfig': '^5.0.0', 'cssnano-preset-default': '^4.0.7', 'is-resolvable': '^1.0.0', 'postcss': '^7.0.0'}","{'array-to-sentence': '^2.0.0', 'babel-cli': '^6.0.0', 'babel-core': '^6.0.0', 'babel-loader': '^7.0.0', 'cross-env': '^5.0.0', 'cssnano-preset-advanced': '^4.0.7', 'postcss-font-magician': '^2.0.0', 'webpack': '^2.0.0', 'webpack-bundle-size-analyzer': '^2.0.0'}",4204,30984412.333333332,61666.190410958894,1803,0.7050693127158207,0.7001966011892475,0.7556003781375205
1448,cssnano-preset-default,4.0.7,Safe defaults for cssnano which require minimal configuration.,,"{'css-declaration-sorter': '^4.0.1', 'cssnano-util-raw-cache': '^4.0.1', 'postcss': '^7.0.0', 'postcss-calc': '^7.0.1', 'postcss-colormin': '^4.0.3', 'postcss-convert-values': '^4.0.1', 'postcss-discard-comments': '^4.0.2', 'postcss-discard-duplicates': '^4.0.2', 'postcss-discard-empty': '^4.0.1', 'postcss-discard-overridden': '^4.0.1', 'postcss-merge-longhand': '^4.0.11', 'postcss-merge-rules': '^4.0.3', 'postcss-minify-font-values': '^4.0.2', 'postcss-minify-gradients': '^4.0.2', 'postcss-minify-params': '^4.0.2', 'postcss-minify-selectors': '^4.0.2', 'postcss-normalize-charset': '^4.0.1', 'postcss-normalize-display-values': '^4.0.2', 'postcss-normalize-positions': '^4.0.2', 'postcss-normalize-repeat-style': '^4.0.2', 'postcss-normalize-string': '^4.0.2', 'postcss-normalize-timing-functions': '^4.0.2', 'postcss-normalize-unicode': '^4.0.1', 'postcss-normalize-url': '^4.0.1', 'postcss-normalize-whitespace': '^4.0.2', 'postcss-ordered-values': '^4.1.2', 'postcss-reduce-initial': '^4.0.3', 'postcss-reduce-transforms': '^4.0.2', 'postcss-svgo': '^4.0.2', 'postcss-unique-selectors': '^4.0.1'}","{'babel-cli': '^6.0.0', 'cross-env': '^5.0.0'}",4152,27263226.0,69385.66908295284,44,0.7612329681877104,0.5830321910582791,0.7556003781375205
1449,css-declaration-sorter,6.0.2,Sorts CSS declarations fast and automatically in a certain order.,"['postcss', 'postcss-plugin', 'css', 'declaration', 'sorter', 'property', 'order']",,"{'@mdn/browser-compat-data': '^2.0.3', 'ava': '^3.13.0', 'eslint': '^7.12.1', 'postcss': '^8.1.4', 'rollup': '^2.32.1'}",201,27754304.0,78619.30686834094,32,0.9401508630115203,0.4824704320228287,0.9999051469858791
1450,cssnano-util-raw-cache,4.0.1,Manages the raw value formatting for generated AST nodes.,,{'postcss': '^7.0.0'},"{'babel-cli': '^6.0.0', 'cross-env': '^5.0.0'}",0,27753132.333333332,79894.40112252667,21,0.1989849939146585,0.40130246628642663,0.0
1451,postcss-calc,8.0.0,PostCSS plugin to reduce calc(),"['css', 'postcss', 'postcss-plugin', 'calculation', 'calc']","{'postcss-selector-parser': '^6.0.2', 'postcss-value-parser': '^4.0.2'}","{'@babel/cli': '^7.1.2', '@babel/core': '^7.1.2', '@babel/polyfill': '^7.0.0', '@babel/preset-env': '^7.1.0', '@babel/register': '^7.0.0', 'ava': '^3.15.0', 'babel-eslint': '^10.0.1', 'babel-plugin-add-module-exports': '^1.0.0', 'cross-env': '^7.0.0', 'del-cli': '^3.0.0', 'eslint': '^5.7.0', 'eslint-config-i-am-meticulous': '^11.0.0', 'eslint-plugin-babel': '^5.2.1', 'eslint-plugin-import': '^2.14.0', 'jison-gho': '^0.6.1-216', 'postcss': '^8.2.2'}",246,35955863.666666664,71221.2433219179,200,0.975263506041006,0.5370792959386005,0.6444591649567483
1452,postcss-colormin,4.0.3,Minify colors in your CSS files with PostCSS.,"['color', 'colors', 'compression', 'css', 'minify', 'postcss', 'postcss-plugin']","{'browserslist': '^4.0.0', 'color': '^3.0.0', 'has': '^1.0.0', 'postcss': '^7.0.0', 'postcss-value-parser': '^3.0.0'}","{'babel-cli': '^6.0.0', 'cross-env': '^5.0.0', 'css-color-names': '0.0.4', 'write-file': '^1.0.0'}",4152,30994861.333333332,62793.87349695581,39,0.7050693127158207,0.5836956035690121,0.7556003781375205
1453,postcss-convert-values,4.0.1,Convert values with PostCSS (e.g. ms -> s),"['css', 'optimisation', 'postcss', 'postcss-plugin']","{'postcss': '^7.0.0', 'postcss-value-parser': '^3.0.0'}","{'babel-cli': '^6.0.0', 'cross-env': '^5.0.0'}",4153,30939378.333333332,63097.28590182646,35,0.7050693127158207,0.5817374001051613,0.7556003781375205
1454,postcss-discard-comments,4.0.2,Discard comments in your CSS files with PostCSS.,"['css', 'comments', 'postcss', 'postcss-plugin']",{'postcss': '^7.0.0'},"{'babel-cli': '^6.0.0', 'cross-env': '^5.0.0', 'postcss-scss': '^2.0.0', 'postcss-simple-vars': '^5.0.1'}",4154,31152394.666666668,63213.371613394236,141,0.7564976161223583,0.6127983702138692,0.7556003781375205
1455,postcss-discard-duplicates,4.0.2,Discard duplicate rules in your CSS files with PostCSS.,"['css', 'dedupe', 'optimise', 'postcss', 'postcss-plugin']",{'postcss': '^7.0.0'},"{'babel-cli': '^6.0.0', 'cross-env': '^5.0.0'}",4152,30958012.0,63118.91288051751,79,0.7564976161223583,0.5983471301188455,0.7556003781375205
1456,postcss-discard-empty,4.0.1,Discard empty rules and values with PostCSS.,"['compress', 'css', 'empty', 'minify', 'optimisation', 'postcss', 'postcss-plugin']",{'postcss': '^7.0.0'},"{'babel-cli': '^6.0.0', 'cross-env': '^5.0.0'}",4152,30941698.0,63100.572792998486,60,0.7564976161223583,0.5923029955962567,0.7556003781375205
1457,postcss-discard-overridden,4.0.1,PostCSS plugin to discard overridden @keyframes or @counter-style.,"['postcss', 'css', 'postcss-plugin', 'at-rules', '@keyframes', '@counter-style']",{'postcss': '^7.0.0'},"{'babel-cli': '^6.0.0', 'chalk': '^2.0.0', 'cross-env': '^5.0.0', 'diff': '^3.0.0'}",4152,30895109.666666668,63073.163850837125,34,0.7564976161223583,0.5811390854119496,0.7556003781375205
1458,postcss-merge-longhand,4.0.11,Merge longhand properties into shorthand with PostCSS.,"['css', 'minify', 'optimise', 'postcss', 'postcss-plugin']","{'css-color-names': '0.0.4', 'postcss': '^7.0.0', 'postcss-value-parser': '^3.0.0', 'stylehacks': '^4.0.0'}","{'babel-cli': '^6.0.0', 'cross-env': '^5.0.0'}",4152,31021883.666666668,62800.577283105,46,0.7050693127158207,0.5868980603063897,0.7556003781375205
1459,css-color-names,1.0.1,A JSON Object of css color names mapped to their hex value,"['css', 'colors', 'names']",,,191,32121434.666666668,87779.3723363775,96,0.5230118181309146,0.511925174389352,0.999894531306083
1460,stylehacks,4.0.3,Detect/remove browser hacks from CSS files.,"['browsers', 'css', 'hack', 'hacks', 'optimise', 'postcss', 'postcss-plugin', 'stylehacks']","{'browserslist': '^4.0.0', 'postcss': '^7.0.0', 'postcss-selector-parser': '^3.0.0'}","{'babel-cli': '^6.0.0', 'cross-env': '^5.0.0'}",4153,27595767.666666668,69282.55616438354,20,0.7050693127158207,0.5697759464260934,0.7556003781375205
1461,postcss-merge-rules,4.0.3,Merge CSS rules with PostCSS.,"['css', 'optimise', 'postcss', 'postcss-plugin']","{'browserslist': '^4.0.0', 'caniuse-api': '^3.0.0', 'cssnano-util-same-parent': '^4.0.0', 'postcss': '^7.0.0', 'postcss-selector-parser': '^3.0.0', 'vendors': '^1.0.0'}","{'babel-cli': '^6.0.0', 'cross-env': '^5.0.0', 'postcss-discard-comments': '^4.0.0', 'postcss-simple-vars': '^5.0.1'}",4153,31024393.666666668,62809.85557458145,55,0.7050693127158207,0.59050696877704,0.7556003781375205
1462,caniuse-api,3.0.0,request the caniuse data to check browsers compatibilities,"['caniuse', 'browserslist']","{'browserslist': '^4.0.0', 'caniuse-lite': '^1.0.0', 'lodash.memoize': '^4.1.2', 'lodash.uniq': '^4.5.0'}","{'babel-cli': '^6.22.2', 'babel-eslint': '^5.0.0', 'babel-preset-latest': '^6.22.0', 'babel-tape-runner': '^2.0.1', 'jshint': '^2.5.10', 'npmpub': '^3.1.0', 'tap-spec': '^4.1.1', 'tape': '^4.6.0'}",363,32465710.666666668,89439.55439497717,78,0.975263506041006,0.5236028508571848,0.16662122684543998
1463,lodash.memoize,4.1.2,The lodash method `_.memoize` exported as a module.,"['lodash-modularized', 'memoize']",,"{'mocha': '^5.2.0', 'eslint': '^7.16.0', 'eslint-plugin-import': '^2.22.1', 'lodash': '4.17.20', 'esm': '^3.2.25'}",54785,39846873.0,101487.78961187211,359,0.939846744074156,0.7574206046107849,0.6573251436041061
1464,cssnano-util-same-parent,4.0.1,Check that two PostCSS nodes share the same parent.,,,"{'babel-cli': '^6.0.0', 'cross-env': '^5.0.0', 'postcss': '^7.0.0'}",0,28933683.333333332,89907.47127092848,23,0.1989849939146585,0.4067368837242543,0.0
1465,vendors,2.0.0,List of vendor prefixes known to the web platform,"['css', 'html', 'dom', 'web', 'platform', 'vendor', 'prefix', 'prefixes']",,"{'@types/tape': '^4.0.0', 'c8': '^7.0.0', 'prettier': '^2.0.0', 'remark-cli': '^9.0.0', 'remark-preset-wooorm': '^8.0.0', 'rimraf': '^3.0.0', 'tape': '^5.0.0', 'typescript': '^4.0.0', 'xo': '^0.38.0'}",16,29929083.666666668,57397.09634703194,32,0.9146923089062207,0.436732127293819,0.9999405727453268
1466,postcss-minify-font-values,4.0.2,Minify font declarations with PostCSS,"['css', 'font', 'font-family', 'font-weight', 'optimise', 'postcss-plugin']","{'postcss': '^7.0.0', 'postcss-value-parser': '^3.0.0'}","{'babel-cli': '^6.0.0', 'cross-env': '^5.0.0'}",4152,30896975.666666668,63065.17931887365,39,0.7050693127158207,0.5836626932411262,0.7556003781375205
1467,postcss-minify-gradients,4.0.2,Minify gradient parameters with PostCSS.,"['css', 'postcss', 'postcss-plugin']","{'cssnano-util-get-arguments': '^4.0.0', 'is-color-stop': '^1.0.0', 'postcss': '^7.0.0', 'postcss-value-parser': '^3.0.0'}","{'babel-cli': '^6.0.0', 'cross-env': '^5.0.0'}",4152,30954705.666666668,62804.278691019834,41,0.7050693127158207,0.5845931372612928,0.7556003781375205
1468,cssnano-util-get-arguments,4.0.0,"Get a list of arguments, separated by a comma.",,,"{'babel-cli': '^6.0.0', 'cross-env': '^5.0.0', 'postcss-value-parser': '^3.0.0'}",0,28754121.666666668,80244.96090182647,25,0.23620715893647146,0.4055983878867341,0.0
1469,is-color-stop,1.1.0,Check if a string is CSS color stop,"['color-stop', 'is-color']","{'css-color-names': '^0.0.4', 'hex-color-regex': '^1.1.0', 'hsl-regex': '^1.0.0', 'hsla-regex': '^1.0.0', 'rgb-regex': '^1.0.1', 'rgba-regex': '^1.0.0'}","{'coveralls': '^2.13.1', 'eslint': '^4.3.0', 'eslint-config-airbnb': '^15.1.0', 'eslint-plugin-import': '^2.7.0', 'mocha': '^3.4.2', 'nyc': '^11.0.3'}",9,25641646.666666668,75922.57149923898,19,0.980166157352687,0.42154654842160244,0.9998651952945008
1470,hex-color-regex,1.1.0,The best regular expression (regex) for matching hex color values from string.,"['color', 'colors', 'css', 'expr', 'expression', 'expressions', 'hex', 'match', 'matching', 'regex', 'regexp', 'regexps', 'regular', 'web']",,{'mukla': '^0.4.9'},46,27613199.666666668,72720.7294330289,38,0.989472659492533,0.4558220079715414,0.999894531306083
1471,hsl-regex,1.0.0,Regex for matching HSL colors.,"['hsl', 'regex', 'regexp', 'color', 'css']",,{'mocha': '*'},24,28643865.666666668,77382.75369101975,30,0.94515359707523,0.445020315302828,0.9998651952945008
1472,hsla-regex,1.0.0,Regex for matching HSLA colors.,"['hsla', 'regex', 'regexp', 'color', 'css']",,{'mocha': '*'},19,26866543.666666668,84216.2693873668,27,0.94515359707523,0.4394326552869876,0.9998651952945008
1473,rgb-regex,1.0.1,Regex for RGB color strings.,"['css', 'regex', 'regexp', 'regexps', 'rgb', 'color', 'regular', 'expression']",,{'mocha': '*'},22,25758569.666666668,78890.42513318112,26,0.94515359707523,0.4376389707688192,0.9998651952945008
1474,rgba-regex,1.0.0,Regex for matching RGBA color strings.,"['css', 'regex', 'regexp', 'regexps', 'rgba', 'color', 'regular', 'expression']",,{'mocha': '*'},0,26063556.333333332,79165.05395738201,27,0.1989849939146585,0.4027253380357562,0.0
1475,postcss-minify-params,4.0.2,Minify at-rule params with PostCSS,"['postcss', 'css', 'postcss-plugin', 'minify', 'optimise', 'params']","{'alphanum-sort': '^1.0.0', 'browserslist': '^4.0.0', 'cssnano-util-get-arguments': '^4.0.0', 'postcss': '^7.0.0', 'postcss-value-parser': '^3.0.0', 'uniqs': '^2.0.0'}","{'babel-cli': '^6.0.0', 'cross-env': '^5.0.0'}",4152,30977819.333333332,62813.45943683406,39,0.7050693127158207,0.5836808300170092,0.7556003781375205
1476,alphanum-sort,1.0.2,Alphanumeric sorting algorithm,"['sort', 'alphanum', 'alphanumeric', 'natural', 'human']",,"{'eslint': '^1.5.1', 'javascript-natural-sort': '^0.7.1', 'tap-spec': '^4.1.0', 'tape': '^4.2.0'}",28,27838408.666666668,51482.19644216134,41,0.9554165595786436,0.4432145321222341,0.9998651952945008
1477,uniqs,2.0.0,Tiny utility to create unions and de-duplicated lists,"['unique', 'uniq', 'dedupe', 'union']",,,22,29991646.666666668,86160.84297945208,39,0.9269780657740839,0.4525896426822748,0.9998651952945008
1478,postcss-minify-selectors,4.0.2,Minify selectors with PostCSS.,"['css', 'minify', 'optimise', 'postcss', 'postcss-plugin', 'selectors']","{'alphanum-sort': '^1.0.0', 'has': '^1.0.0', 'postcss': '^7.0.0', 'postcss-selector-parser': '^3.0.0'}","{'babel-cli': '^6.0.0', 'cross-env': '^5.0.0', 'postcss-font-magician': '^2.0.0'}",4152,31016708.0,62856.43510273972,40,0.7050693127158207,0.5842197486207015,0.7556003781375205
1479,postcss-normalize-charset,4.0.1,Add necessary or remove extra charset with PostCSS,"['postcss', 'css', 'postcss-plugin', 'charset']",{'postcss': '^7.0.0'},"{'babel-cli': '^6.0.0', 'cross-env': '^5.0.0', 'postcss-devtools': '^1.0.0'}",4152,30898190.0,63051.37359208526,36,0.7564976161223583,0.582175541879219,0.7556003781375205
1480,postcss-normalize-display-values,4.0.2,Normalize multiple value display syntaxes into single values.,,"{'cssnano-util-get-match': '^4.0.0', 'postcss': '^7.0.0', 'postcss-value-parser': '^3.0.0'}","{'babel-cli': '^6.0.0', 'cross-env': '^5.0.0'}",4152,27233858.0,69314.98616818871,23,0.7050693127158207,0.5714663724320849,0.7556003781375205
1481,cssnano-util-get-match,4.0.0,Convert a list of keywords into a single keyword match.,,,"{'babel-cli': '^6.0.0', 'cross-env': '^5.0.0'}",0,25921328.333333332,70672.61588660578,18,0.23620715893647146,0.39373286497271376,0.0
1482,postcss-normalize-positions,4.0.2,Normalize keyword values for position into length values.,"['css', 'postcss', 'postcss-plugin']","{'cssnano-util-get-arguments': '^4.0.0', 'has': '^1.0.0', 'postcss': '^7.0.0', 'postcss-value-parser': '^3.0.0'}","{'babel-cli': '^6.0.0', 'cross-env': '^5.0.0'}",4152,27234473.333333332,69312.49842085238,25,0.7050693127158207,0.5728297542428139,0.7556003781375205
1483,postcss-normalize-repeat-style,4.0.2,Convert two value syntax for repeat-style into one value.,,"{'cssnano-util-get-arguments': '^4.0.0', 'cssnano-util-get-match': '^4.0.0', 'postcss': '^7.0.0', 'postcss-value-parser': '^3.0.0'}","{'babel-cli': '^6.0.0', 'cross-env': '^5.0.0'}",4152,27234128.0,69306.19109589042,23,0.7050693127158207,0.571464167165429,0.7556003781375205
1484,postcss-normalize-string,4.0.2,Normalize wrapping quotes for CSS string literals.,"['css', 'postcss', 'postcss-plugin']","{'has': '^1.0.0', 'postcss': '^7.0.0', 'postcss-value-parser': '^3.0.0'}","{'babel-cli': '^6.0.0', 'cross-env': '^5.0.0'}",4152,27235015.666666668,69305.9526636225,23,0.7050693127158207,0.5714653881115254,0.7556003781375205
1485,postcss-normalize-timing-functions,4.0.2,Normalize CSS animation/transition timing functions.,,"{'cssnano-util-get-match': '^4.0.0', 'postcss': '^7.0.0', 'postcss-value-parser': '^3.0.0'}","{'babel-cli': '^6.0.0', 'cross-env': '^5.0.0'}",4152,27234536.666666668,69307.07772070015,21,0.7050693127158207,0.5700143871804277,0.7556003781375205
1486,postcss-normalize-unicode,4.0.1,"Normalize unicode-range descriptors, and can convert to wildcard ranges.","['css', 'postcss', 'postcss-plugin']","{'browserslist': '^4.0.0', 'postcss': '^7.0.0', 'postcss-value-parser': '^3.0.0'}","{'babel-cli': '^6.0.0', 'cross-env': '^5.0.0'}",4152,27174230.666666668,69573.13523592084,20,0.7050693127158207,0.5692424570910413,0.7556003781375205
1487,postcss-normalize-url,4.0.1,Normalize URLs with PostCSS,"['css', 'normalize', 'optimise', 'optimisation', 'postcss', 'postcss-plugin', 'url']","{'is-absolute-url': '^2.0.0', 'normalize-url': '^3.0.0', 'postcss': '^7.0.0', 'postcss-value-parser': '^3.0.0'}","{'babel-cli': '^6.0.0', 'cross-env': '^5.0.0'}",4152,30936921.333333332,63079.91790334857,35,0.7050693127158207,0.581718759679459,0.7556003781375205
1488,is-absolute-url,3.0.3,Check if a URL is absolute,"['url', 'absolute', 'relative', 'uri', 'is', 'check']",,"{'ava': '^1.4.1', 'tsd': '^0.7.2', 'xo': '^0.24.0'}",83,58850766.333333336,177395.1008181126,123,0.9554165595786436,0.534826930451192,0.999894531306083
1489,postcss-normalize-whitespace,4.0.2,Trim whitespace inside and around CSS rules & declarations.,"['css', 'postcss', 'postcss-plugin']","{'postcss': '^7.0.0', 'postcss-value-parser': '^3.0.0'}","{'babel-cli': '^6.0.0', 'cross-env': '^5.0.0'}",4152,27235968.0,69336.2442541857,33,0.7050693127158207,0.5776178756464585,0.7556003781375205
1490,postcss-ordered-values,4.1.2,Ensure values are ordered consistently in your CSS.,"['css', 'postcss', 'postcss-plugin']","{'cssnano-util-get-arguments': '^4.0.0', 'postcss': '^7.0.0', 'postcss-value-parser': '^3.0.0'}","{'babel-cli': '^6.0.0', 'cross-env': '^5.0.0'}",4152,30996042.333333332,62822.24526255709,42,0.7050693127158207,0.5851101871484452,0.7556003781375205
1491,postcss-reduce-initial,4.0.3,"Reduce initial definitions to the actual initial value, where possible.","['css', 'postcss', 'postcss-plugin']","{'browserslist': '^4.0.0', 'caniuse-api': '^3.0.0', 'has': '^1.0.0', 'postcss': '^7.0.0'}","{'babel-cli': '^6.0.0', 'cross-env': '^5.0.0', 'got': '^8.0.0', 'html2plaintext': '^2.0.0', 'write-file': '^1.0.0'}",4152,30952057.333333332,62782.13999238965,34,0.7564976161223583,0.5811144953843181,0.7556003781375205
1492,postcss-reduce-transforms,4.0.2,Reduce transform functions with PostCSS.,,"{'cssnano-util-get-match': '^4.0.0', 'has': '^1.0.0', 'postcss': '^7.0.0', 'postcss-value-parser': '^3.0.0'}","{'babel-cli': '^6.0.0', 'cross-env': '^5.0.0'}",4152,30951276.666666668,62780.18510273969,37,0.7050693127158207,0.5826569465657567,0.7556003781375205
1493,postcss-svgo,4.0.2,Optimise inline SVG with PostCSS.,"['css', 'minify', 'optimise', 'postcss', 'postcss-plugin', 'svg', 'svgo']","{'is-svg': '^3.0.0', 'postcss': '^7.0.0', 'postcss-value-parser': '^3.0.0', 'svgo': '^1.0.0'}","{'babel-cli': '^6.0.0', 'cross-env': '^5.0.0', 'pleeease-filters': '^4.0.0'}",4156,31002179.0,62819.79208523591,44,0.7050693127158207,0.5860524819167968,0.7556003781375205
1494,is-svg,4.3.1,Check if a string or buffer is SVG,"['svg', 'vector', 'graphics', 'image', 'img', 'pic', 'picture', 'type', 'detect', 'check', 'is', 'string', 'str', 'buffer']",{'fast-xml-parser': '^3.19.0'},"{'@types/node': '^11.13.0', 'ava': '^1.4.1', 'time-span': '^4.0.0', 'tsd': '^0.7.2', 'xo': '^0.24.0'}",127,33258582.0,76606.83854642313,102,0.8348371147464844,0.5032424739799247,0.999894531306083
1495,fast-xml-parser,3.19.0,Validate XML or Parse XML to JS/JSON very fast without C/C++ based libraries,"['fast', 'xml', 'json', 'parser', 'xml2js', 'x2js', 'xml2json', 'js', 'traversable', 'cli', 'command', 'validator', 'validate', 'transformer', 'checker', 'assert', 'big', 'js2xml', 'json2xml', 'nimn', 'xml2nimn', 'locale', 'html']",,"{'@babel/core': '^7.13.10', '@babel/plugin-transform-runtime': '^7.13.10', '@babel/preset-env': '^7.13.10', '@babel/register': '^7.13.8', 'babel-loader': '^8.2.2', 'eslint': '^5.16.0', 'he': '^1.2.0', 'http-server': '^0.12.3', 'istanbul': '^0.4.5', 'jasmine': '^3.6.4', 'nimnjs': '^1.3.2', 'prettier': '^1.19.1', 'publish-please': '^5.5.2', 'webpack': '^4.46.0', 'webpack-cli': '^3.3.12'}",1244,2420921.0,15397.594387366818,514,0.9859404202953252,0.4736866247745964,0.9529428795726702
1496,postcss-unique-selectors,4.0.1,Ensure CSS selectors are unique.,"['css', 'postcss', 'postcss-plugin']","{'alphanum-sort': '^1.0.0', 'postcss': '^7.0.0', 'uniqs': '^2.0.0'}","{'babel-cli': '^6.0.0', 'cross-env': '^5.0.0'}",4152,30951446.666666668,63073.64490106545,36,0.7564976161223583,0.5822493491308148,0.7556003781375205
1497,is-resolvable,1.1.0,Check if a module ID is resolvable with require(),"['file', 'path', 'resolve', 'resolvable', 'check', 'module']",,"{'@shinnn/eslint-config-node': '^5.0.0', 'eslint': '^4.16.0', 'istanbul': '^0.4.5', 'tape': '^4.8.0'}",22,31214930.666666668,64168.60203576865,52,0.9883321884477054,0.4537769052931264,0.9998651952945008
1498,last-call-webpack-plugin,3.0.0,A Webpack plugin that allows to transform \ modify assets just before Webpack emits them.,"['transform', 'modify', 'manipulate', 'optimize', 'prefix', 'sufix', 'webpack', 'assets']","{'lodash': '^4.17.5', 'webpack-sources': '^1.1.0'}",,34,17644345.333333332,35140.14935312024,16,0.5026014205757687,0.4035271524611658,0.49005865577824836
1499,pnp-webpack-plugin,1.6.4,plug'n'play resolver for Webpack,"['webpack', 'yarn', 'plugnplay', 'pnp']",{'ts-pnp': '^1.1.6'},"{'enhanced-resolve': '^4.1.0', 'jest': '^23.6.0', 'jest-environment-node': '^23.4.0', 'jest-pnp-resolver': '^1.0.1', 'source-map': '^0.7.3'}",234,26380933.0,90068.29433028918,1931,0.8303936858401112,0.6095357926036953,0.2617421397901
1500,ts-pnp,1.2.0,plug'n'play resolver for TypeScript,"['typescript', 'yarn', 'plugnplay', 'pnp']",,{'typescript': '3.5.3'},66,24929197.666666668,87463.8261415525,1152,0.6416801375937032,0.5600569829581434,0.3433867535054284
1501,postcss-flexbugs-fixes,5.0.2,PostCSS plugin This project tries to fix all of flexbug's issues,"['postcss', 'css', 'postcss-plugin', 'flexbugs', 'flexbox', 'flex']",,"{'chai': '^4.2.0', 'gulp': '^4.0.2', 'gulp-eslint': '^6.0.0', 'gulp-mocha': '^7.0.2'}",782,19613471.666666668,44281.24950532729,3754,0.9303561122886091,0.6440752350745649,0.999894531306083
