,name,version,description,keywords,dependencies,devDependencies,communityInterest,downloadsCount,downloadsAcceleration,dependentsCount,quality,popularity,maintenance
165,yargs,16.2.0,"yargs the modern, pirate-themed, successor to optimist.","['argument', 'args', 'option', 'parser', 'parsing', 'cli', 'command']","{'cliui': '^7.0.2', 'escalade': '^3.1.1', 'get-caller-file': '^2.0.5', 'require-directory': '^2.1.1', 'string-width': '^4.2.0', 'y18n': '^5.0.5', 'yargs-parser': '^20.2.2'}","{'@types/chai': '^4.2.11', '@types/mocha': '^8.0.0', '@types/node': '^14.11.2', '@wessberg/rollup-plugin-ts': '^1.3.2', 'c8': '^7.0.0', 'chai': '^4.2.0', 'chalk': '^4.0.0', 'coveralls': '^3.0.9', 'cpr': '^3.0.1', 'cross-env': '^7.0.2', 'cross-spawn': '^7.0.0', 'gts': '^3.0.0', 'hashish': '0.0.4', 'mocha': '^8.0.0', 'rimraf': '^3.0.2', 'rollup': '^2.23.0', 'rollup-plugin-cleanup': '^3.1.1', 'standardx': '^5.0.0', 'typescript': '^4.0.2', 'which': '^2.0.0', 'yargs-test-extends': '^1.0.1'}",10171,215910979.33333334,444670.1411719939,19759,0.9103394542504248,0.9050005674285995,0.6666648944750795
166,cliui,7.0.4,easily create complex multi-column command-line-interfaces,"['cli', 'command-line', 'layout', 'design', 'console', 'wrap', 'table']","{'string-width': '^4.2.0', 'strip-ansi': '^6.0.0', 'wrap-ansi': '^7.0.0'}","{'@types/node': '^14.0.27', '@typescript-eslint/eslint-plugin': '^4.0.0', '@typescript-eslint/parser': '^4.0.0', '@wessberg/rollup-plugin-ts': '^1.3.2', 'c8': '^7.3.0', 'chai': '^4.2.0', 'chalk': '^4.1.0', 'cross-env': '^7.0.2', 'eslint': '^7.6.0', 'eslint-plugin-import': '^2.22.0', 'eslint-plugin-node': '^11.1.0', 'gts': '^3.0.0', 'mocha': '^8.1.1', 'rimraf': '^3.0.2', 'rollup': '^2.23.1', 'standardx': '^7.0.0', 'typescript': '^4.0.0'}",281,156396440.33333334,320241.184018265,348,0.9518843981409003,0.6192430378620274,0.999894531306083
167,wrap-ansi,7.0.0,Wordwrap a string with ANSI escape codes,"['wrap', 'break', 'wordwrap', 'wordbreak', 'linewrap', 'ansi', 'styles', 'color', 'colour', 'colors', 'terminal', 'console', 'cli', 'string', 'tty', 'escape', 'formatting', 'rgb', '256', 'shell', 'xterm', 'log', 'logging', 'command-line', 'text']","{'ansi-styles': '^4.0.0', 'string-width': '^4.1.0', 'strip-ansi': '^6.0.0'}","{'ava': '^2.1.0', 'chalk': '^4.0.0', 'coveralls': '^3.0.3', 'has-ansi': '^4.0.0', 'nyc': '^15.0.1', 'xo': '^0.29.1'}",118,163353361.0,622074.6467085236,393,0.9329243125212288,0.6085876736446844,0.999894531306083
168,escalade,3.1.1,A tiny (183B to 210B) and fast utility to ascend parent directories,"['find', 'parent', 'parents', 'directory', 'search', 'walk']",,"{'bundt': '1.1.1', 'esm': '3.2.25', 'uvu': '0.3.3'}",115,46187686.0,389224.79316971084,61,0.8899478042605486,0.5263235154982314,0.9999405727453268
169,get-caller-file,2.0.5,[![Build Status](https://travis-ci.org/stefanpenner/get-caller-file.svg?branch=master)](https://travis-ci.org/stefanpenner/get-caller-file) [![Build status](https://ci.appveyor.com/api/projects/status/ol2q94g1932cy14a/branch/master?svg=true)](https://ci.a,,,"{'@types/chai': '^4.1.7', '@types/ensure-posix-path': '^1.0.0', '@types/mocha': '^5.2.6', '@types/node': '^11.10.5', 'chai': '^4.1.2', 'ensure-posix-path': '^1.0.1', 'mocha': '^5.2.0', 'typescript': '^3.3.3333'}",49,91514639.0,129063.90076103504,190,0.9482753241719206,0.5439838957734511,0.999894531306083
170,require-directory,2.1.1,"Recursively iterates over specified directory, require()'ing each file, and returning a nested hash structure containing those modules.","['require', 'directory', 'library', 'recursive']",,"{'jshint': '^2.6.0', 'mocha': '^2.1.0'}",470,67917248.0,162035.17933789967,416,0.9652113103015547,0.6130563175800835,0.16390480285392262
171,y18n,5.0.5,the bare-bones internationalization library used by yargs,"['i18n', 'internationalization', 'yargs']",,"{'@types/node': '^14.6.4', '@wessberg/rollup-plugin-ts': '^1.3.1', 'c8': '^7.3.0', 'chai': '^4.0.1', 'cross-env': '^7.0.2', 'gts': '^3.0.0', 'mocha': '^8.0.0', 'rimraf': '^3.0.2', 'rollup': '^2.26.10', 'standardx': '^5.0.0', 'ts-transform-default-export': '^1.0.2', 'typescript': '^4.0.0'}",144,111763646.33333333,388186.3038812785,175,0.8126702408314299,0.5802673934547599,0.8497474204696812
172,yargs-parser,20.2.7,the mighty option parser used by yargs,"['argument', 'parser', 'yargs', 'command', 'cli', 'parsing', 'option', 'args', 'argument']",,"{'@types/chai': '^4.2.11', '@types/mocha': '^8.0.0', '@types/node': '^10.0.3', '@typescript-eslint/eslint-plugin': '^3.10.1', '@typescript-eslint/parser': '^3.10.1', '@wessberg/rollup-plugin-ts': '^1.2.28', 'c8': '^7.3.0', 'chai': '^4.2.0', 'cross-env': '^7.0.2', 'eslint': '^7.0.0', 'eslint-plugin-import': '^2.20.1', 'eslint-plugin-node': '^11.0.0', 'gts': '^3.0.0', 'mocha': '^8.0.0', 'puppeteer': '^8.0.0', 'rimraf': '^3.0.2', 'rollup': '^2.22.1', 'rollup-plugin-cleanup': '^3.1.1', 'serve': '^11.3.2', 'standardx': '^7.0.0', 'start-server-and-test': '^1.11.2', 'ts-transform-default-export': '^1.0.2', 'typescript': '^4.0.0'}",486,194278843.33333334,485373.216894977,1043,0.9518843981409003,0.6780976332258497,0.9319343852829516
173,rxjs,6.6.7,Reactive Extensions for modern JavaScript,"['Rx', 'RxJS', 'ReactiveX', 'ReactiveExtensions', 'Streams', 'Observables', 'Observable', 'Stream', 'ES6', 'ES2015']",{'tslib': '^1.9.0'},"{'@angular-devkit/build-optimizer': '0.4.6', '@angular-devkit/schematics': '^0.5.4', '@types/chai': '4.1.2', '@types/lodash': '4.14.102', '@types/mocha': '2.2.48', '@types/node': '9.4.5', '@types/sinon': '4.1.3', '@types/sinon-chai': '2.7.29', '@types/source-map': '^0.5.2', 'babel-polyfill': '6.26.0', 'benchmark': '2.1.0', 'benchpress': '2.0.0-beta.1', 'chai': '4.1.2', 'check-side-effects': '0.0.20', 'color': '3.0.0', 'colors': '1.1.2', 'commitizen': '2.9.6', 'coveralls': '3.0.0', 'cross-env': '5.1.3', 'cz-conventional-changelog': '1.2.0', 'danger': '1.1.0', 'dependency-cruiser': '2.13.0', 'doctoc': '1.3.0', 'dtslint': '0.6.1', 'escape-string-regexp': '1.0.5', 'esdoc': '0.4.7', 'eslint': '4.17.0', 'eslint-plugin-jasmine': '^2.10.1', 'fs-extra': '5.0.0', 'get-folder-size': '1.0.1', 'glob': '7.1.2', 'gm': '1.23.1', 'google-closure-compiler-js': '20170218.0.0', 'gzip-size': '4.1.0', 'http-server': '0.11.1', 'husky': '0.14.3', 'klaw-sync': '3.0.2', 'lint-staged': '7.1.1', 'lodash': '4.17.5', 'markdown-doctest': '0.9.1', 'minimist': '1.2.0', 'mkdirp': '^1.0.4', 'mocha': '5.0.0', 'mocha-in-sauce': '0.0.1', 'npm-run-all': '4.1.2', 'nyc': '11.4.1', 'opn-cli': '3.1.0', 'platform': '1.3.5', 'promise': '8.0.1', 'protractor': '3.1.1', 'rollup': '0.66.6', 'rollup-plugin-alias': '1.4.0', 'rollup-plugin-inject': '2.0.0', 'rollup-plugin-node-resolve': '2.0.0', 'rx': 'latest', 'rxjs': '^5.5.7', 'shx': '^0.3.2', 'sinon': '4.3.0', 'sinon-chai': '2.14.0', 'source-map-support': '0.5.3', 'symbol-observable': '1.0.1', 'systemjs': '^0.21.0', 'ts-api-guardian': '^0.5.0', 'ts-node': '6.1.0', 'tsconfig-paths': '3.2.0', 'tslint': '5.9.1', 'tslint-etc': '1.2.6', 'tslint-no-toplevel-property-access': '0.0.2', 'tslint-no-unused-expression-chai': '0.0.3', 'typescript': '^3.0.1', 'validate-commit-msg': '2.14.0', 'webpack': '1.13.1', 'xmlhttprequest': '1.8.0'}",27647,96199302.33333333,203074.12026255706,16577,0.7822340650989185,0.9213856861278424,0.9386990485333009
174,typescript,3.4.3,TypeScript is a language for application scale JavaScript development,"['TypeScript', 'Microsoft', 'compiler', 'language', 'javascript']",,"{'@octokit/rest': 'latest', '@types/browserify': 'latest', '@types/chai': 'latest', '@types/convert-source-map': 'latest', '@types/del': 'latest', '@types/glob': 'latest', '@types/gulp': '^4.0.5', '@types/gulp-concat': 'latest', '@types/gulp-newer': 'latest', '@types/gulp-rename': '0.0.33', '@types/gulp-sourcemaps': '0.0.32', '@types/jake': 'latest', '@types/merge2': 'latest', '@types/minimatch': 'latest', '@types/minimist': 'latest', '@types/mkdirp': 'latest', '@types/mocha': 'latest', '@types/ms': 'latest', '@types/node': '8.5.5', '@types/q': 'latest', '@types/source-map-support': 'latest', '@types/through2': 'latest', '@types/travis-fold': 'latest', '@types/xml2js': '^0.4.0', 'browser-resolve': '^1.11.2', 'browserify': 'latest', 'chai': 'latest', 'chalk': 'latest', 'convert-source-map': 'latest', 'del': 'latest', 'fancy-log': 'latest', 'fs-extra': '^6.0.1', 'gulp': '^4.0.0', 'gulp-concat': 'latest', 'gulp-insert': 'latest', 'gulp-newer': 'latest', 'gulp-rename': 'latest', 'gulp-sourcemaps': 'latest', 'istanbul': 'latest', 'lodash': '^4.17.11', 'merge2': 'latest', 'minimist': 'latest', 'mkdirp': 'latest', 'mocha': 'latest', 'mocha-fivemat-progress-reporter': 'latest', 'ms': 'latest', 'plugin-error': 'latest', 'pretty-hrtime': '^1.0.3', 'prex': '^0.4.3', 'q': 'latest', 'remove-internal': '^2.9.2', 'source-map-support': 'latest', 'through2': 'latest', 'travis-fold': 'latest', 'tslint': 'latest', 'typescript': 'next', 'vinyl': 'latest', 'vinyl-sourcemaps-apply': 'latest', 'xml2js': '^0.4.19'}",261,22203778.666666668,99965.67104261796,5813,0.2966542073336534,0.6534618052016146,0.3333333333333333
175,webpack,5.4.0,"Packs CommonJs/AMD modules for the browser. Allows to split your codebase into multiple bundles, which can be loaded on demand. Support loaders to preprocess files, i.e. json, jsx, es7, css, less, ... and your custom stuff.",,"{'@types/eslint-scope': '^3.7.0', '@types/estree': '^0.0.45', '@webassemblyjs/ast': '1.9.0', '@webassemblyjs/helper-module-context': '1.9.0', '@webassemblyjs/wasm-edit': '1.9.0', '@webassemblyjs/wasm-parser': '1.9.0', 'acorn': '^8.0.4', 'browserslist': '^4.14.5', 'chrome-trace-event': '^1.0.2', 'enhanced-resolve': '^5.3.1', 'eslint-scope': '^5.1.1', 'events': '^3.2.0', 'glob-to-regexp': '^0.4.1', 'graceful-fs': '^4.2.4', 'json-parse-better-errors': '^1.0.2', 'loader-runner': '^4.1.0', 'mime-types': '^2.1.27', 'neo-async': '^2.6.2', 'pkg-dir': '^4.2.0', 'schema-utils': '^3.0.0', 'tapable': '^2.0.0', 'terser-webpack-plugin': '^5.0.3', 'watchpack': '^2.0.0', 'webpack-sources': '^2.1.1'}","{'@babel/core': '^7.11.1', '@babel/preset-react': '^7.10.4', '@types/jest': '^25.2.3', '@types/node': '^13.13.15', 'babel-loader': '^8.1.0', 'benchmark': '^2.1.4', 'bundle-loader': '^0.5.6', 'coffee-loader': '^1.0.0', 'coffeescript': '^2.5.1', 'core-js': '^3.6.5', 'coveralls': '^3.1.0', 'cspell': '^4.0.63', 'css-loader': '^3.6.0', 'date-fns': '^2.15.0', 'es5-ext': '^0.10.53', 'es6-promise-polyfill': '^1.2.0', 'eslint': '^6.8.0', 'eslint-config-prettier': '^6.11.0', 'eslint-plugin-jest': '^23.20.0', 'eslint-plugin-jsdoc': '^22.0.0', 'eslint-plugin-node': '^11.0.0', 'eslint-plugin-prettier': '^3.1.4', 'file-loader': '^6.0.0', 'fork-ts-checker-webpack-plugin': '^1.5.0', 'husky': '^4.2.5', 'is-ci': '^2.0.0', 'istanbul': '^0.4.5', 'jest': '^25.1.0', 'jest-diff': '^25.1.0', 'jest-junit': '^11.1.0', 'json-loader': '^0.5.7', 'json5': '^2.1.3', 'less': '^3.12.2', 'less-loader': '^6.2.0', 'lint-staged': '^10.2.11', 'loader-utils': '^2.0.0', 'lodash': '^4.17.19', 'lodash-es': '^4.17.15', 'memfs': '^3.2.0', 'mini-css-extract-plugin': '^1.0.0', 'mini-svg-data-uri': '^1.2.3', 'open-cli': '^6.0.1', 'prettier': '^2.0.5', 'pretty-format': '^26.3.0', 'pug': '^3.0.0', 'pug-loader': '^2.4.0', 'raw-loader': '^4.0.1', 'react': '^16.13.1', 'react-dom': '^16.13.1', 'rimraf': '^3.0.2', 'script-loader': '^0.7.2', 'simple-git': '^2.17.0', 'strip-ansi': '^6.0.0', 'style-loader': '^1.1.4', 'terser': '^4.8.0', 'toml': '^3.0.0', 'tooling': 'github:webpack/tooling#v1.8.1', 'ts-loader': '^8.0.2', 'typescript': '^3.9.7', 'url-loader': '^4.1.0', 'wast-loader': '^1.9.0', 'webassembly-feature': '1.3.0', 'xxhashjs': '^0.2.2', 'yamljs': '^0.3.0', 'yarn-deduplicate': '^2.1.1'}",67424,58245344.0,140933.50479452056,17683,0.9078805788407075,0.9299817789365311,0.855914528576196
176,@types/eslint-scope,3.7.0,TypeScript definitions for eslint-scope,,"{'@types/eslint': '*', '@types/estree': '*'}",,0,192133.66666666666,986.5071727549466,0,0.29352264329683597,0.10388350483328745,0.30387799781395525
177,@types/eslint,4.16.1,TypeScript definitions for eslint,,"{'@types/json-schema': '*', '@types/estree': '*'}",,0,226452.0,2039.8420091324201,2,0.29352264329683597,0.1400584451669058,0.3333333333333333
178,@types/json-schema,6.0.1,TypeScript definitions for json-schema 4.0 and,,,,0,475827.0,4705.022869101978,17,0.39898499391465847,0.193304565176818,0.2848994971257647
179,@types/estree,0.0.39,TypeScript definitions for ESTree AST specification,,,,0,2095422.3333333333,16006.240277777779,25,0.3038548377385004,0.26675656575816364,0.3259372331629527
180,@webassemblyjs/ast,1.11.0,AST utils for webassemblyjs,"['webassembly', 'javascript', 'ast']","{'@webassemblyjs/helper-numbers': '1.11.0', '@webassemblyjs/helper-wasm-bytecode': '1.11.0'}","{'@webassemblyjs/helper-test-framework': '1.11.0', 'array.prototype.flatmap': '^1.2.1', 'dump-exports': '^0.1.0', 'mamacro': '^0.0.7'}",660,47913920.0,129876.42049086757,40,0.9125195508761824,0.5478166806260321,0.8715638192117448
181,@webassemblyjs/helper-numbers,1.11.0,Number parsing utility,,"{'@webassemblyjs/floating-point-hex-parser': '1.11.0', '@webassemblyjs/helper-api-error': '1.11.0', '@xtuc/long': '4.2.2'}",,660,2404121.0,34736.73818493151,1,0.7422450325105932,0.3593967304524645,0.8715540636652684
182,@webassemblyjs/floating-point-hex-parser,1.11.0,A function to parse floating point hexadecimal strings as defined by the WebAssembly specification,"['webassembly', 'floating-point']",,,660,47660805.666666664,127094.04252283106,4,0.9125195508761824,0.5154754673656518,0.8715638192117448
183,@webassemblyjs/helper-api-error,1.11.0,Common API errors,,,,0,47543951.0,128356.24552891939,4,0.39898499391465847,0.40959737251363754,0.3332012617477769
184,@xtuc/long,4.2.2,A Long class for representing a 64-bit two's-complement integer value.,['math'],,{'webpack': '^3.10.0'},0,43359575.333333336,122879.92442922376,7,0.23620715893647146,0.41149596476510547,0.0
185,@webassemblyjs/helper-wasm-bytecode,1.11.0,WASM's Bytecode constants,,,,660,47748962.333333336,128408.74440639274,6,0.7658936674519421,0.5198672655671093,0.8715638192117448
186,@webassemblyjs/helper-module-context,1.9.1,,,{'@webassemblyjs/ast': '1.9.1'},"{'@webassemblyjs/wast-parser': '1.9.1', 'mamacro': '^0.0.7'}",660,46969746.666666664,109773.00574581436,16,0.7569857775717218,0.5288160344852069,0.8578138164441422
187,@webassemblyjs/wasm-edit,1.11.0,> Rewrite a WASM binary,,"{'@webassemblyjs/ast': '1.11.0', '@webassemblyjs/helper-buffer': '1.11.0', '@webassemblyjs/helper-wasm-bytecode': '1.11.0', '@webassemblyjs/helper-wasm-section': '1.11.0', '@webassemblyjs/wasm-gen': '1.11.0', '@webassemblyjs/wasm-opt': '1.11.0', '@webassemblyjs/wasm-parser': '1.11.0', '@webassemblyjs/wast-printer': '1.11.0'}",{'@webassemblyjs/helper-test-framework': '1.11.0'},660,47578608.0,123516.5423896499,18,0.9125195508761824,0.5331735042861336,0.8715638192117448
188,@webassemblyjs/helper-buffer,1.11.0,Buffer manipulation utility,,,"{'@webassemblyjs/wasm-parser': '1.11.0', 'jest-diff': '^24.0.0'}",660,47476711.0,122549.3873668189,4,0.7658936674519421,0.5146861479867817,0.8715638192117448
189,@webassemblyjs/helper-wasm-section,1.11.0,,,"{'@webassemblyjs/ast': '1.11.0', '@webassemblyjs/helper-buffer': '1.11.0', '@webassemblyjs/helper-wasm-bytecode': '1.11.0', '@webassemblyjs/wasm-gen': '1.11.0'}",{'@webassemblyjs/wasm-parser': '1.11.0'},660,47751654.666666664,128383.88249619486,3,0.7658936674519421,0.5130763996412099,0.8715638192117448
190,@webassemblyjs/wasm-gen,1.11.0,WebAssembly binary format printer,,"{'@webassemblyjs/ast': '1.11.0', '@webassemblyjs/helper-wasm-bytecode': '1.11.0', '@webassemblyjs/ieee754': '1.11.0', '@webassemblyjs/leb128': '1.11.0', '@webassemblyjs/utf8': '1.11.0'}",,660,47756447.666666664,128409.4757229833,4,0.7658936674519421,0.515727992364558,0.8715638192117448
191,@webassemblyjs/ieee754,1.11.0,IEEE754 decoder and encoder,,{'@xtuc/ieee754': '^1.2.0'},,0,47468882.333333336,124859.99648021301,3,0.39898499391465847,0.4064021872594945,0.3332012617477769
192,@xtuc/ieee754,1.2.0,Read/write IEEE754 floating point numbers from/to a Buffer or array-like object,"['IEEE 754', 'buffer', 'convert', 'floating point', 'ieee754']",,"{'airtap': '0.0.7', 'standard': '*', 'tape': '^4.0.0', '@babel/cli': '^7.0.0-beta.54', '@babel/core': '^7.0.0-beta.54', '@babel/plugin-transform-modules-commonjs': '^7.0.0-beta.54'}",127,38164729.0,105419.64836377476,3,0.9332214989336411,0.46011416547045436,0.999894531306083
193,@webassemblyjs/leb128,1.11.0,LEB128 decoder and encoder,,{'@xtuc/long': '4.2.2'},,0,47540802.666666664,123555.07227929984,3,0.39898499391465847,0.4062631742823276,0.3332012617477769
194,@webassemblyjs/utf8,1.11.0,UTF8 encoder/decoder for WASM,,,,660,47490271.666666664,128243.19337899552,3,0.761358604081952,0.5128711556214294,0.8715638192117448
195,@webassemblyjs/wasm-opt,1.11.0,,,"{'@webassemblyjs/ast': '1.11.0', '@webassemblyjs/helper-buffer': '1.11.0', '@webassemblyjs/wasm-gen': '1.11.0', '@webassemblyjs/wasm-parser': '1.11.0'}",,660,47753503.333333336,128387.62886225263,6,0.7658936674519421,0.5198675311225202,0.8715638192117448
196,@webassemblyjs/wasm-parser,1.11.0,WebAssembly binary format parser,"['webassembly', 'javascript', 'ast', 'parser', 'wasm']","{'@webassemblyjs/ast': '1.11.0', '@webassemblyjs/helper-api-error': '1.11.0', '@webassemblyjs/helper-wasm-bytecode': '1.11.0', '@webassemblyjs/ieee754': '1.11.0', '@webassemblyjs/leb128': '1.11.0', '@webassemblyjs/utf8': '1.11.0'}","{'@webassemblyjs/helper-buffer': '1.11.0', '@webassemblyjs/helper-test-framework': '1.11.0', '@webassemblyjs/helper-wasm-bytecode': '1.7.7', '@webassemblyjs/wasm-gen': '1.11.0', '@webassemblyjs/wast-parser': '1.11.0', 'mamacro': '^0.0.7', 'wabt': '1.0.12'}",660,47596257.333333336,123594.08666286152,28,0.9554165595786436,0.5402897362442662,0.8715638192117448
197,@webassemblyjs/wast-printer,1.11.0,WebAssembly text format printer,"['webassembly', 'javascript', 'ast', 'compiler', 'printer', 'wast']","{'@webassemblyjs/ast': '1.11.0', '@xtuc/long': '4.2.2'}","{'@webassemblyjs/helper-test-framework': '1.11.0', '@webassemblyjs/wast-parser': '1.11.0'}",660,47776106.0,128696.6226217656,8,0.9338342652170485,0.5231915635357954,0.8715638192117448
198,acorn,8.1.0,ECMAScript parser,,,,7908,170590075.0,310090.1886796043,1684,0.8688843753841221,0.795075832846369,0.9967132314792551
199,browserslist,4.16.3,"Share target browsers between different front-end tools, like Autoprefixer, Stylelint and babel-env-preset","['caniuse', 'browsers', 'target']","{'caniuse-lite': '^1.0.30001181', 'colorette': '^1.2.1', 'electron-to-chromium': '^1.3.649', 'escalade': '^3.1.1', 'node-releases': '^1.1.70'}","{'@logux/eslint-config': '^35.0.4', '@logux/sharec-config': '^0.5.7', '@size-limit/preset-small-lib': '^4.9.2', '@types/cross-spawn': '^6.0.2', '@types/fs-extra': '^9.0.6', '@types/jest': '^26.0.20', 'check-dts': '^0.4.2', 'clean-publish': '^1.1.8', 'cross-spawn': '^7.0.3', 'eslint': '^6.8.0', 'eslint-config-standard': '^14.1.1', 'eslint-plugin-es5': '^1.5.0', 'eslint-plugin-import': '^2.22.1', 'eslint-plugin-jest': '^23.18.0', 'eslint-plugin-node': '^11.1.0', 'eslint-plugin-prefer-let': '^1.1.0', 'eslint-plugin-promise': '^4.2.1', 'eslint-plugin-security': '^1.4.0', 'eslint-plugin-standard': '^4.0.2', 'eslint-plugin-unicorn': '^16.1.1', 'fs-extra': '^8.1.0', 'jest': '^25.5.4', 'lint-staged': '^10.5.3', 'nanoid': '^3.1.20', 'simple-git-hooks': '^2.0.2', 'size-limit': '^4.9.2', 'ts-jest': '^25.5.1', 'typescript': '^3.9.4', 'yaspeller': '^7.0.0'}",9514,110385323.66666667,294671.5811643837,677,0.8448893104859356,0.7608982463578393,0.9991170547640904
200,caniuse-lite,1.0.30001205,"A smaller version of caniuse-db, with only the essentials!","['support', 'css', 'js', 'html5', 'svg']",,"{'@samverschueren/stream-to-observable': '^0.3.0', 'all-contributors-cli': '^5.4.1', 'any-observable': '^0.2.0', 'babel-cli': '^6.24.0', 'babel-generator': '^6.21.0', 'babel-preset-env': '^1.1.8', 'babel-register': '^6.18.0', 'babel-types': '^6.21.0', 'bunyan': '^1.8.10', 'caniuse-db': '1.0.30001205', 'clean-publish': '^1.1.0', 'del-cli': '^0.2.1', 'execa': '^4.0.0', 'fecha': '^2.3.0', 'gift': '^0.10.0', 'got': '^6.7.1', 'jest': '^23.6.0', 'listr': '^0.14.3', 'mdast-util-heading-range': '^2.1.2', 'mz': '^2.6.0', 'ramda': '^0.25.0', 'remark': '^7.0.0', 'rxjs': '^6.5.4', 'size-limit': '^0.21.0', 'split': '^1.0.0', 'unist-builder': '^1.0.3', 'write-file-promise': '^1.0.0'}",323,83680000.66666667,239086.57353500754,248,0.7669941828866835,0.5978264187913205,0.666665870443677
201,colorette,1.2.2,Easily set the color and style of text in the terminal.,"['terminal', 'styles', 'color', 'ansi']",,"{'c8': '*', 'twist': '*'}",1105,35720457.666666664,307073.25949391176,306,0.8394294144691414,0.6169753663850471,0.9998987083009794
202,electron-to-chromium,1.3.707,Provides a list of electron-to-chromium version mappings,"['electron', 'chrome', 'browserlist']",,"{'ava': '^3.8.2', 'codecov': '^3.8.0', 'electron-releases': '^3.657.0', 'nyc': '^15.1.0', 'request': '^2.88.0', 'shelljs': '^0.8.4'}",120,88571555.66666667,265555.4624619483,97,0.9483785898306185,0.5526892553641073,0.999953958560756
203,node-releases,1.1.71,Node.js releases data,"['nodejs', 'releases']",,{'semver': '^6.3.0'},44,62647404.333333336,164226.36430745816,60,0.5230118181309146,0.5082305921605852,0.6666631376738572
204,chrome-trace-event,1.0.2,A library to create a trace of your node app per Google's Trace Event format.,"['trace-event', 'trace', 'event', 'trace-viewer', 'google']",{'tslib': '^1.9.0'},"{'@types/node': '^9.6.5', 'prettier': '^1.12.1', 'tape': '4.8.0', 'typescript': '^2.8.1'}",0,40919171.333333336,111523.47399162862,50,0.6165067161830019,0.43791819203538546,0.03812663929885023
205,enhanced-resolve,5.7.0,Offers a async require.resolve function. It's highly configurable.,,"{'graceful-fs': '^4.2.4', 'tapable': '^2.2.0'}","{'@types/mocha': '^8.0.3', '@types/node': '^14.11.1', 'eslint': '^7.9.0', 'eslint-config-prettier': '^6.11.0', 'eslint-plugin-jsdoc': '^30.5.1', 'eslint-plugin-node': '^11.1.0', 'eslint-plugin-prettier': '^3.1.4', 'husky': '^4.3.0', 'lint-staged': '^10.4.0', 'memfs': '^3.2.0', 'mocha': '^8.1.3', 'nyc': '^15.1.0', 'prettier': '^2.1.2', 'should': '^13.2.3', 'tooling': 'github:webpack/tooling#v1.14.0', 'typescript': '^4.2.0-beta'}",811,66298287.333333336,170108.90686834103,388,0.9744180695777661,0.6271534616676673,0.6666586323903723
206,tapable,2.2.0,Just a little module for plugins.,,,"{'@babel/core': '^7.4.4', '@babel/preset-env': '^7.4.4', 'babel-jest': '^24.8.0', 'codecov': '^3.5.0', 'jest': '^24.8.0', 'prettier': '^1.17.1'}",2787,54924517.333333336,150878.74318873667,436,0.8893498850401549,0.6673422086342742,0.6663443789926871
207,eslint-scope,5.1.1,ECMAScript scope analyzer for ESLint,,"{'esrecurse': '^4.3.0', 'estraverse': '^4.1.1'}","{'@typescript-eslint/parser': '^1.11.0', 'chai': '^4.2.0', 'eslint': '^6.0.1', 'eslint-config-eslint': '^5.0.1', 'eslint-plugin-node': '^9.1.0', 'eslint-release': '^1.0.0', 'eslint-visitor-keys': '^1.2.0', 'espree': '^7.1.0', 'istanbul': '^0.4.5', 'mocha': '^6.1.4', 'npm-license': '^0.3.3', 'shelljs': '^0.8.3', 'typescript': '^3.5.2'}",151,95075752.0,237867.31189117208,144,0.8359814206057153,0.567558903352269,0.999894531306083
208,esrecurse,4.3.0,ECMAScript AST recursive visitor,,{'estraverse': '^5.2.0'},"{'babel-cli': '^6.24.1', 'babel-eslint': '^7.2.3', 'babel-preset-es2015': '^6.24.1', 'babel-register': '^6.24.1', 'chai': '^4.0.2', 'esprima': '^4.0.0', 'gulp': '^3.9.0', 'gulp-bump': '^2.7.0', 'gulp-eslint': '^4.0.0', 'gulp-filter': '^5.0.0', 'gulp-git': '^2.4.1', 'gulp-mocha': '^4.3.1', 'gulp-tag-version': '^1.2.1', 'jsdoc': '^3.3.0-alpha10', 'minimist': '^1.1.0'}",100,69277497.66666667,207091.08906012168,120,0.9384805734490095,0.5447780869334014,0.999894531306083
209,estraverse,5.2.0,ECMAScript JS AST traversal functions,,,"{'babel-preset-env': '^1.6.1', 'babel-register': '^6.3.13', 'chai': '^2.1.1', 'espree': '^1.11.0', 'gulp': '^3.8.10', 'gulp-bump': '^0.2.2', 'gulp-filter': '^2.0.0', 'gulp-git': '^1.0.1', 'gulp-tag-version': '^1.3.0', 'jshint': '^2.5.6', 'mocha': '^2.1.0'}",975,129472589.66666667,542770.7923896499,741,0.9554165595786436,0.68271714276298,0.5095780270258728
210,events,3.3.0,Node's event emitter for all engines.,"['events', 'eventEmitter', 'eventDispatcher', 'listeners']",,"{'airtap': '^1.0.0', 'functions-have-names': '^1.2.1', 'has': '^1.0.3', 'has-symbols': '^1.0.1', 'isarray': '^2.0.5', 'tape': '^5.0.0'}",1230,69409933.33333333,186927.00559360732,2396,0.9143835918253679,0.7132544357615145,0.999894531306083
211,glob-to-regexp,0.4.1,Convert globs to regular expressions,"['regexp', 'glob', 'regexps', 'regular expressions', 'regular expression', 'wildcard']",,,151,34577974.333333336,87470.8628805175,187,0.7918266601984126,0.5267982561246765,0.1915187736302188
